Incident ID,Company Name,Industry,Attack Type,Date of Incident,Breach Size (No. of Records),Financial Loss (USD),Country,Attack Vector,Mitigation Time (Days)
31093,"Edwards, Acosta and Smith",Retail,Malware,2021-05-09,4652611.0,7094658.345000001,Poland,Compromised Vendor,16.8
31094,"Lindsey, Martinez and Brown",Healthcare,Malware,2021-11-14,6502576.0,4426320.84,UK,DDoS Attack,36.0
31095,Dillon LLC,Telecommunications,Malware,2020-04-10,8644370.0,377712.70800000004,Sweden,DDoS Attack,55.00000000000001
31096,Moore LLC,Tech,Malware,2020-10-07,8399339.0,899398.75,Belgium,Spear Phishing,37.0
31097,Porter-French,Healthcare,Data Breach,2022-07-12,3824505.0,3816349.28,UK,Compromised Vendor,75.0
31098,White Ltd,Telecommunications,Ransomware,2020-07-17,5522255.0,243048.70799999998,UK,Phishing,52.800000000000004
31099,Cooper-Sullivan,Healthcare,Data Breach,2021-11-17,6435971.0,3560772.66,Italy,Phishing,28.5
31100,Martin-Ferguson,Tech,Data Breach,2020-02-18,1142019.0,1902291.94,UK,Phishing,48.0
31101,Lee-Simmons,Healthcare,Malware,2021-03-31,8765050.0,4256127.26,UK,Malware Infection,42.0
31102,Mitchell and Sons,Retail,Denial of Service,2022-04-09,,1745659.56,Sweden,Compromised Vendor,6.4
31103,"Hickman, Martinez and Wallace",Tech,Data Breach,2020-05-25,7400580.0,2859081.44,UK,Insider Threat,32.0
31104,Deleon-Moran,Telecommunications,Malware,2022-12-10,7684324.0,1232593.956,Belgium,Insider Threat,38.5
31105,Harris-Carrillo,Retail,Ransomware,2021-07-11,4969561.0,3274743.24,Spain,Compromised Vendor,31.200000000000003
31106,Clayton Ltd,Manufacturing,Data Breach,2022-09-13,5686115.0,1628004.04,UK,DDoS Attack,74.19999999999999
31107,"Yu, Fuller and Lewis",Healthcare,Ransomware,2022-08-29,6729033.0,7769536.48,UK,Spear Phishing,60.0
31108,"Munoz, Brooks and Golden",Tech,Data Breach,2021-04-24,7237197.0,186438.56,Netherlands,Compromised Vendor,13.0
31109,Walters Ltd,Healthcare,Ransomware,2021-03-18,2200032.0,8988691.32,Belgium,Compromised Vendor,70.5
31110,"Robinson, Waters and Edwards",Retail,Ransomware,2023-05-21,793132.0,2267904.735,Spain,Compromised Vendor,39.2
31111,"Ramsey, Smith and Clark",Finance,Data Breach,2021-12-02,7400686.0,1794564.15,Spain,Phishing,23.0
31112,Jones-Robinson,Manufacturing,Malware,2021-07-08,9425029.0,4657775.343,Belgium,Phishing,39.199999999999996
31113,Hill Group,Telecommunications,Data Breach,2022-06-17,,3359122.8359999997,UK,Phishing,27.500000000000004
31114,Turner Inc,Healthcare,Ransomware,2021-04-03,9945103.0,4638442.52,UK,DDoS Attack,81.0
31115,Garcia PLC,Retail,Ransomware,2022-09-25,8626626.0,4724621.445,Denmark,DDoS Attack,27.200000000000003
31116,"Davis, Thompson and Mcdowell",Healthcare,Ransomware,2022-12-04,4042097.0,9438685.68,UK,Phishing,34.5
31117,Carter Inc,Healthcare,Data Breach,2021-06-13,9935628.0,3514657.38,Sweden,Compromised Vendor,30.0
31118,"Bender, Lopez and Mendoza",Tech,Supply Chain Attack,2021-08-31,,2013127.99,Belgium,DDoS Attack,51.0
31119,Leonard and Sons,Healthcare,Data Breach,2020-07-03,4152279.0,3398374.7,Belgium,Insider Threat,19.5
31120,Davis-Forbes,Healthcare,Malware,2023-04-16,7713195.0,4208443.8,UK,Phishing,67.5
31121,Ferrell LLC,Tech,Ransomware,2021-09-16,,1885395.05,Sweden,DDoS Attack,22.0
31122,Sanders LLC,Retail,Data Breach,2022-09-28,7069500.0,3064032.495,UK,Insider Threat,38.400000000000006
31123,Weber and Sons,Manufacturing,Data Breach,2023-07-17,4420488.0,1626784.822,Belgium,DDoS Attack,21.0
31124,Johnson-Sosa,Healthcare,Data Breach,2023-09-19,1460862.0,7054499.28,Spain,Compromised Vendor,27.0
31125,"Smith, Silva and Diaz",Healthcare,Ransomware,2022-03-19,1315692.0,6015105.52,Belgium,Phishing,63.0
31126,"Meyer, Miller and Finley",Healthcare,Supply Chain Attack,2022-04-01,1571452.0,235034.16,Belgium,Phishing,30.0
31127,Hubbard and Sons,Healthcare,Data Breach,2020-12-03,3468884.0,3725119.06,Belgium,Compromised Vendor,13.5
31128,Hayden-Castillo,Healthcare,Denial of Service,2021-08-08,,4908672.8,UK,Compromised Vendor,12.0
31129,"Bell, Martinez and Robertson",Healthcare,Supply Chain Attack,2021-08-30,5380166.0,5746605.26,Sweden,DDoS Attack,24.0
31130,Randolph PLC,Manufacturing,Ransomware,2020-05-10,101789.0,3391273.782,Belgium,Phishing,37.8
31131,"Hayes, Johnson and Higgins",Tech,Data Breach,2022-08-21,,729130.71,Belgium,DDoS Attack,11.0
31132,Martinez-Jackson,Retail,Ransomware,2022-03-22,,3977672.3549999995,Sweden,DDoS Attack,39.2
31133,"Owens, Sullivan and Harris",Manufacturing,Ransomware,2023-02-06,1929117.0,4104133.1629999997,Spain,DDoS Attack,30.799999999999997
31134,"Wilson, Copeland and Harrington",Telecommunications,Data Breach,2022-08-04,2512734.0,578419.092,Spain,Phishing,11.0
31135,"Walker, Freeman and Barnett",Retail,Data Breach,2021-07-23,,922955.76,UK,Compromised Vendor,42.400000000000006
31136,"Thomas, Spencer and Stark",Healthcare,Ransomware,2020-01-13,4223243.0,3840829.18,Belgium,Compromised Vendor,46.5
31137,Mora-Guzman,Manufacturing,Data Breach,2023-10-14,6215852.0,5084411.917,UK,DDoS Attack,78.39999999999999
31138,Smith Inc,Retail,Data Breach,2021-02-26,6711276.0,3173490.93,UK,Compromised Vendor,22.400000000000002
31139,Austin and Sons,Healthcare,Data Breach,2021-04-23,1088703.0,1661176.16,Belgium,DDoS Attack,57.0
31140,Garcia-Graves,Manufacturing,Data Breach,2022-02-15,8827067.0,715581.126,UK,Phishing,29.4
31141,Sanchez-Harmon,Retail,Phishing,2023-06-10,4815200.0,1441196.31,UK,Insider Threat,11.200000000000001
31142,"Phillips, Patterson and Christian",Manufacturing,Data Breach,2022-10-27,3267261.0,3509092.223,Italy,Phishing,39.199999999999996
31143,Lewis-Owen,Manufacturing,Denial of Service,2022-11-06,7593319.0,2115618.4140000003,Sweden,Insider Threat,68.6
31144,"Young, Evans and Moore",Manufacturing,Supply Chain Attack,2022-09-05,,2253462.6270000003,UK,Insider Threat,82.6
31145,"Roberts, Walters and Jackson",Manufacturing,Malware,2021-04-29,5316526.0,3806603.9050000003,Poland,Insider Threat,11.2
31146,Duffy Ltd,Manufacturing,Phishing,2020-07-01,7384910.0,2042899.976,UK,DDoS Attack,84.0
31147,Brady-Brown,Retail,Supply Chain Attack,2023-08-02,4056241.0,4258134.21,UK,Compromised Vendor,21.6
31148,Patel-Zimmerman,Retail,Denial of Service,2020-04-25,2623579.0,5626446.4799999995,Belgium,DDoS Attack,20.0
31149,Santos-Brown,Retail,Ransomware,2021-10-04,6045723.0,3966339.3899999997,Belgium,Insider Threat,44.800000000000004
31150,Mason-Coleman,Manufacturing,Ransomware,2023-12-14,7572973.0,602221.841,Sweden,DDoS Attack,78.39999999999999
31151,Wallace LLC,Telecommunications,Ransomware,2020-01-10,3674341.0,5983049.988,Germany,DDoS Attack,38.5
31152,Tate-Walker,Retail,Ransomware,2023-02-27,40236.0,6620669.88,Netherlands,Compromised Vendor,37.6
31153,Rowe Ltd,Retail,Supply Chain Attack,2022-11-05,9858631.0,6808918.529999999,Belgium,Phishing,40.800000000000004
31154,Martinez-Peterson,Telecommunications,Denial of Service,2020-08-20,7765760.0,2932486.1640000003,Spain,Insider Threat,7.700000000000001
31155,Gibson Group,Healthcare,Ransomware,2021-03-25,7009991.0,3415439.98,UK,DDoS Attack,88.5
31156,"Melendez, Hayes and Ford",Healthcare,Data Breach,2020-02-06,1253198.0,9477704.04,Germany,Spear Phishing,30.0
31157,Snyder-Jones,Retail,Ransomware,2022-05-28,859019.0,2059737.495,Belgium,Insider Threat,35.2
31158,Martinez and Sons,Manufacturing,Ransomware,2021-08-09,2282566.0,4752809.633,Sweden,Phishing,49.0
31159,Campbell Inc,Manufacturing,Malware,2022-11-25,,1421716.426,Spain,Malware Infection,18.2
31160,"Camacho, Harrison and Brown",Tech,Data Breach,2022-11-30,46114.0,1744594.74,Italy,Insider Threat,19.0
31161,"Sullivan, Orozco and Rogers",Manufacturing,Data Breach,2021-05-21,,4400167.837,Poland,Insider Threat,53.199999999999996
31162,"Smith, James and Morgan",Retail,Ransomware,2022-02-23,704878.0,7005505.77,Sweden,Compromised Vendor,21.6
31163,"Coleman, Moore and Burgess",Tech,Malware,2021-07-23,4366322.0,1162108.13,Spain,Phishing,17.0
31164,Nicholson Inc,Telecommunications,Phishing,2020-05-29,,5791890.288,UK,Phishing,9.9
31165,Guzman-Cline,Tech,Phishing,2020-08-08,,3131194.44,Belgium,Compromised Vendor,7.0
31166,"Mejia, Dudley and Mendoza",Manufacturing,Supply Chain Attack,2020-09-01,,6178225.937000001,France,Compromised Vendor,67.19999999999999
31167,Coleman and Sons,Telecommunications,Ransomware,2023-05-07,104838.0,5581871.64,Sweden,Compromised Vendor,17.6
31168,"Watts, Dean and Bell",Healthcare,Ransomware,2021-03-27,1336023.0,1385186.5,Italy,Compromised Vendor,88.5
31169,Daniel and Sons,Retail,Ransomware,2020-02-08,9438707.0,6220296.21,Sweden,Compromised Vendor,20.8
31170,Dennis LLC,Tech,Data Breach,2021-11-26,5734854.0,3489368.18,Sweden,Phishing,29.0
31171,Stevens-Burgess,Tech,Malware,2020-10-12,6546199.0,913830.79,Sweden,Compromised Vendor,11.0
31172,Byrd Ltd,Manufacturing,Malware,2020-03-28,8832856.0,475827.58599999995,France,Insider Threat,56.0
31173,Jackson-Carroll,Retail,Ransomware,2020-02-12,2753976.0,2032831.53,Denmark,DDoS Attack,7.2
31174,"Santiago, Finley and Cervantes",Tech,Data Breach,2023-06-29,,176750.72,Belgium,Compromised Vendor,39.0
31175,Price-Armstrong,Healthcare,Ransomware,2023-01-18,1966171.0,7021019.94,Spain,Phishing,51.0
31176,Lowe LLC,Retail,Data Breach,2023-04-30,8585193.0,3450594.2249999996,Italy,Spear Phishing,7.2
31177,"Sawyer, Smith and Murray",Retail,Denial of Service,2020-11-20,5434792.0,6236500.905,UK,DDoS Attack,24.8
31178,"Hobbs, Duncan and Wilson",Energy,Data Breach,2021-07-19,8223378.0,2984916.78,UK,DDoS Attack,36.0
31179,Miles-Jackson,Telecommunications,Data Breach,2022-09-03,5391652.0,5619885.504,Sweden,Phishing,14.3
31180,Charles-Thompson,Manufacturing,Denial of Service,2023-07-31,4291444.0,1589410.082,UK,Compromised Vendor,14.0
31181,"Allen, Bryan and Reed",Healthcare,Malware,2020-04-13,1849542.0,6307870.26,Spain,DDoS Attack,66.0
31182,"Higgins, Tucker and Williams",Tech,Data Breach,2022-12-15,5948812.0,452649.02,UK,Insider Threat,49.0
31183,Morton-Anderson,Manufacturing,Ransomware,2020-05-12,,5709582.125,UK,Compromised Vendor,60.199999999999996
31184,Delacruz Inc,Retail,Phishing,2023-02-09,,2720751.75,UK,Compromised Vendor,12.8
31185,"Lee, Brown and Lester",Healthcare,Supply Chain Attack,2022-07-16,,1448717.56,Belgium,Phishing,16.5
31186,"Hardin, Brooks and Tyler",Manufacturing,Ransomware,2023-01-09,7473643.0,1525108.455,Netherlands,DDoS Attack,11.2
31187,"Lamb, Stewart and Smith",Healthcare,Supply Chain Attack,2021-11-22,,6427479.58,Denmark,Spear Phishing,31.5
31188,Hale Ltd,Healthcare,Ransomware,2020-03-02,4459739.0,1839923.98,UK,Phishing,42.0
31189,Burton Ltd,Retail,Data Breach,2020-10-22,3340201.0,781489.245,Netherlands,Compromised Vendor,20.8
31190,Hunt PLC,Finance,Data Breach,2021-07-01,5729040.0,3570451.42,UK,Phishing,40.0
31191,"Colon, Johnson and Jenkins",Healthcare,Denial of Service,2020-11-25,3140966.0,8124847.5,Belgium,Compromised Vendor,13.5
31192,Hunt Ltd,Retail,Data Breach,2020-06-13,7554258.0,269794.09500000003,UK,DDoS Attack,10.4
31193,Cunningham-Meyer,Healthcare,Phishing,2021-12-05,4227646.0,9831373.04,UK,Compromised Vendor,43.5
31194,Williams-Hensley,Retail,Denial of Service,2022-04-21,7837251.0,2156593.7399999998,Sweden,Compromised Vendor,26.400000000000002
31195,Collins-Higgins,Retail,Supply Chain Attack,2022-08-18,690543.0,1896622.185,France,DDoS Attack,9.600000000000001
31196,"Roberts, Wright and Higgins",Healthcare,Ransomware,2022-09-05,8794871.0,8396364.06,UK,Phishing,69.0
31197,"Young, Chang and Barton",Manufacturing,Ransomware,2021-07-25,3449213.0,3643974.815,Belgium,Compromised Vendor,81.19999999999999
31198,Myers and Sons,Healthcare,Ransomware,2021-07-09,2036294.0,9492392.5,Spain,Phishing,57.0
31199,Davis-Moon,Healthcare,Ransomware,2020-02-15,4556720.0,9995869.16,UK,Insider Threat,57.0
31200,Holt LLC,Telecommunications,Data Breach,2023-04-27,3309406.0,2272803.6,Belgium,DDoS Attack,9.9
31201,Blevins LLC,Manufacturing,Malware,2021-12-15,,6202206.114000001,UK,Phishing,56.0
31202,"Sanchez, Doyle and Nash",Telecommunications,Supply Chain Attack,2023-03-04,,3700887.072,Netherlands,Phishing,59.400000000000006
31203,"Castaneda, Hughes and Bowman",Healthcare,Malware,2021-02-05,3394261.0,2980559.48,Denmark,DDoS Attack,51.0
31204,Lee Group,Healthcare,Denial of Service,2021-09-06,2211176.0,8515890.88,UK,Phishing,12.0
31205,Graham-Flores,Retail,Ransomware,2021-12-14,2873559.0,2144520.75,Sweden,DDoS Attack,26.400000000000002
31206,Flowers-Patel,Retail,Phishing,2020-04-23,2932048.0,4190135.01,Spain,Phishing,32.800000000000004
31207,"Miller, Skinner and Simon",Healthcare,Data Breach,2021-10-26,2673005.0,5130795.08,UK,Phishing,28.5
31208,Clayton-Long,Retail,Data Breach,2022-02-08,9983682.0,3109646.82,UK,Phishing,26.400000000000002
31209,Bauer Inc,Manufacturing,Ransomware,2020-08-18,7567179.0,4497823.2129999995,UK,Insider Threat,46.199999999999996
31210,Moreno Group,Retail,Ransomware,2022-12-20,,5611408.47,Belgium,DDoS Attack,34.4
31211,Jacobs and Sons,Healthcare,Malware,2020-09-12,9735021.0,3721036.5,Spain,Insider Threat,79.5
31212,"Perez, Harris and Jacobson",Healthcare,Ransomware,2020-04-12,8500237.0,6897013.8,Netherlands,Phishing,73.5
31213,Holden Ltd,Manufacturing,Ransomware,2020-10-21,7429418.0,6131251.113,UK,DDoS Attack,26.599999999999998
31214,Long Ltd,Manufacturing,Ransomware,2023-10-12,5763589.0,2125274.177,Belgium,Phishing,49.0
31215,Rose-Newman,Manufacturing,Ransomware,2021-05-28,2835565.0,1247435.956,UK,Compromised Vendor,37.8
31216,"Martinez, Madden and Potter",Manufacturing,Denial of Service,2023-02-13,7632322.0,2925767.689,UK,Phishing,21.0
31217,"Ferguson, Houston and Miller",Manufacturing,Malware,2023-04-28,1103512.0,4470931.439,Belgium,Phishing,43.4
31218,Thomas-Rogers,Healthcare,Malware,2022-12-22,514521.0,3386594.42,UK,DDoS Attack,55.5
31219,Simon Group,Healthcare,Malware,2022-07-09,,9441679.36,Poland,Phishing,24.0
31220,Doyle-Munoz,Healthcare,Ransomware,2021-10-13,5183762.0,2369215.48,Netherlands,Phishing,36.0
31221,Berg-Hull,Telecommunications,Data Breach,2020-10-16,2621250.0,5320210.6559999995,Belgium,Compromised Vendor,41.800000000000004
31222,Johnson-Davis,Healthcare,Data Breach,2022-06-07,5398345.0,6485056.96,Sweden,Insider Threat,43.5
31223,Morgan Group,Retail,Data Breach,2021-11-06,8884340.0,1658192.8050000002,Belgium,Phishing,40.800000000000004
31224,"Shields, Adams and Lindsey",Healthcare,Data Breach,2023-01-30,6952886.0,388724.92,UK,Phishing,45.0
31225,Woods-Bauer,Energy,Data Breach,2020-09-26,,4291203.19,Spain,Compromised Vendor,39.0
31226,"Hernandez, Johnson and Garcia",Retail,Denial of Service,2020-02-07,6950635.0,7295642.13,Denmark,Phishing,47.2
31227,Rivera Group,Manufacturing,Ransomware,2021-01-18,5247529.0,183330.615,UK,DDoS Attack,12.6
31228,"Fernandez, Berg and Buckley",Retail,Data Breach,2020-06-28,2264538.0,7472866.26,Netherlands,Compromised Vendor,31.200000000000003
31229,"Snyder, Hall and Gibson",Manufacturing,Supply Chain Attack,2021-04-20,2610280.0,2823863.3540000003,Belgium,Phishing,21.0
31230,"Mitchell, Gilbert and Johnson",Healthcare,Ransomware,2023-09-03,4699349.0,2794995.44,UK,Phishing,16.5
31231,Mendoza-Price,Healthcare,Malware,2022-01-19,9276311.0,8098359.36,Netherlands,Spear Phishing,85.5
31232,Lopez LLC,Healthcare,Supply Chain Attack,2022-01-03,7304734.0,3389905.56,Spain,DDoS Attack,58.5
31233,Carroll-Diaz,Retail,Denial of Service,2023-07-31,5628765.0,3484272.465,Belgium,Compromised Vendor,44.800000000000004
31234,"Kelly, Deleon and Lee",Retail,Malware,2021-10-29,1946640.0,3360043.6500000004,Belgium,DDoS Attack,25.6
31235,"Barron, Harris and Mack",Manufacturing,Ransomware,2020-04-06,45278.0,2600656.5,Belgium,DDoS Attack,60.199999999999996
31236,Evans Group,Manufacturing,Phishing,2023-10-03,8620527.0,4966675.298,Belgium,Phishing,68.6
31237,"Gomez, Swanson and Nichols",Healthcare,Phishing,2023-02-11,5458685.0,1171207.16,UK,Phishing,16.5
31238,"Davis, Brown and Montoya",Healthcare,Phishing,2022-11-21,,3742492.9,Belgium,DDoS Attack,12.0
31239,Silva Inc,Tech,Data Breach,2023-03-19,,2135093.06,Spain,Compromised Vendor,50.0
31240,Conway LLC,Retail,Ransomware,2020-08-26,46287.0,7205030.699999999,Netherlands,Phishing,34.4
31241,"Garcia, Clayton and Cruz",Manufacturing,Malware,2020-11-14,750242.0,3923004.566,UK,Spear Phishing,77.0
31242,"Middleton, Williams and Martin",Manufacturing,Data Breach,2021-08-24,,2411737.731,Belgium,Spear Phishing,15.399999999999999
31243,Thomas LLC,Telecommunications,Data Breach,2020-03-12,8121184.0,2735427.456,Sweden,Insider Threat,5.5
31244,Santiago PLC,Manufacturing,Malware,2020-03-09,3084526.0,2094082.029,Italy,Compromised Vendor,78.39999999999999
31245,"May, Bowman and Manning",Healthcare,Malware,2020-11-06,,9629911.6,Sweden,Phishing,21.0
31246,"Love, Estrada and Hill",Healthcare,Data Breach,2020-01-14,8391571.0,2249575.6,Belgium,Compromised Vendor,73.5
31247,"Kelley, Obrien and Allen",Manufacturing,Ransomware,2022-06-29,227827.0,5528318.393000001,Belgium,DDoS Attack,42.0
31248,Rogers-Shah,Healthcare,Ransomware,2020-09-20,1220216.0,8044477.94,Belgium,Phishing,69.0
31249,"Lewis, Cook and Brown",Healthcare,Malware,2020-12-15,,1635251.68,Belgium,Insider Threat,54.0
31250,"Rivas, Jones and Benitez",Manufacturing,Ransomware,2021-05-27,,1027077.9870000001,Belgium,Spear Phishing,29.4
31251,Thompson and Sons,Healthcare,Ransomware,2023-08-19,9999043.0,8096268.44,UK,DDoS Attack,48.0
31252,Gonzalez and Sons,Telecommunications,Data Breach,2023-09-02,7430280.0,5451609.0479999995,Italy,DDoS Attack,61.60000000000001
31253,"James, Brown and Lyons",Telecommunications,Ransomware,2021-07-13,2987154.0,625315.428,France,DDoS Attack,25.3
31254,Hines-Wells,Healthcare,Ransomware,2023-07-15,5317278.0,9017318.54,UK,Spear Phishing,10.5
31255,Bruce-Murphy,Tech,Supply Chain Attack,2020-12-02,5237587.0,1536530.91,France,Phishing,8.0
31256,Rodriguez-Moreno,Finance,Ransomware,2022-08-14,207174.0,4262467.3,Belgium,DDoS Attack,36.0
31257,Cochran-Carter,Healthcare,Phishing,2022-06-14,9681938.0,7709765.18,Netherlands,DDoS Attack,9.0
31258,Malone-Howard,Telecommunications,Supply Chain Attack,2020-07-09,9185796.0,5971460.76,Belgium,Insider Threat,22.0
31259,Padilla Inc,Healthcare,Supply Chain Attack,2020-06-25,8651703.0,7127181.52,Spain,Phishing,63.0
31260,"Powell, Martin and Perez",Energy,Data Breach,2020-06-26,9914940.0,4734839.91,Italy,Compromised Vendor,53.0
31261,"Ford, Lyons and Kelly",Manufacturing,Supply Chain Attack,2021-07-05,,5864147.198,Belgium,Phishing,79.8
31262,Bell LLC,Telecommunications,Ransomware,2021-12-31,3659736.0,1991806.932,Belgium,Phishing,59.400000000000006
31263,"Barnes, Tanner and Williams",Healthcare,Ransomware,2022-10-27,3756967.0,9526893.08,UK,Insider Threat,75.0
31264,"Nichols, Ellis and Leon",Retail,Ransomware,2023-06-05,6211055.0,1872761.6099999999,Sweden,Phishing,24.0
31265,"Ellis, Mcguire and Lane",Healthcare,Ransomware,2020-10-07,,3271570.74,Belgium,Spear Phishing,58.5
31266,Hernandez-Ramos,Healthcare,Supply Chain Attack,2023-09-25,3326417.0,969996.56,Belgium,Compromised Vendor,69.0
31267,Liu-Fields,Manufacturing,Ransomware,2021-06-27,4422995.0,3765004.8540000003,Netherlands,Malware Infection,79.8
31268,Williams-Campbell,Healthcare,Phishing,2020-04-23,404676.0,2612320.56,Belgium,DDoS Attack,70.5
31269,Coleman-Keith,Manufacturing,Data Breach,2022-09-23,,400187.931,France,Spear Phishing,79.8
31270,Mejia-Brown,Manufacturing,Supply Chain Attack,2020-12-29,825315.0,3924072.984,UK,DDoS Attack,25.2
31271,"Adams, Hubbard and Yates",Manufacturing,Ransomware,2022-06-08,,238740.385,Italy,Phishing,81.19999999999999
31272,Powell-Gonzales,Healthcare,Supply Chain Attack,2022-12-25,4396639.0,6909330.54,Netherlands,Spear Phishing,27.0
31273,"Blankenship, Wang and Martin",Manufacturing,Ransomware,2023-02-14,5733338.0,2711726.927,UK,DDoS Attack,28.0
31274,Edwards LLC,Finance,Phishing,2021-07-02,1542805.0,3151957.66,UK,Phishing,50.0
31275,"Peterson, Schmidt and Smith",Healthcare,Ransomware,2020-08-15,537770.0,6971864.38,Sweden,Spear Phishing,75.0
31276,Weber-Gonzalez,Healthcare,Data Breach,2023-07-04,,9641413.66,Netherlands,Phishing,18.0
31277,Shannon-Wilson,Manufacturing,Ransomware,2022-05-31,8880312.0,2053139.5300000003,Sweden,Phishing,84.0
31278,Vega-Munoz,Healthcare,Ransomware,2023-08-29,3901413.0,5778768.72,Germany,Phishing,31.5
31279,"Norman, Lee and Wilson",Healthcare,Data Breach,2022-09-30,4859851.0,1961726.02,Denmark,Spear Phishing,16.5
31280,Stanley-Taylor,Healthcare,Ransomware,2023-07-13,,5650269.26,Spain,Spear Phishing,42.0
31281,Ballard and Sons,Tech,Data Breach,2021-06-12,,4444759.39,UK,Phishing,10.0
31282,Brown PLC,Healthcare,Ransomware,2020-10-19,,6985497.4,France,Phishing,79.5
31283,Munoz-Wood,Retail,Ransomware,2021-03-24,7990776.0,6228726.6899999995,Italy,Phishing,28.0
